,MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,DrainageAreaMeasure/MeasureValue
1037,21FLSFWM-L8-14.8T,26.8481133,-80.4733839,
1038,21FLSFWM-L8-15.5,26.8633906,-80.4908842,
1039,21FLSFWM-L8-17.7T,26.7772819,-80.5158853,
1040,21FLSFWM-L8-20.0T,26.9147781,-80.5414408,
1041,21FLSFWM-L8-21.3T,26.9281111,-80.5631081,
1042,21FLSFWM-L8-22.7T,26.9289444,-80.5700525,
1043,21FLSFWM-L8-23.3T,26.9286667,-80.5881086,
1044,21FLSFWM-L8-24.2T,26.9214447,-80.5964422,
1045,21FLSFWM-L8-24.6T,26.9208903,-80.9164494,
1056,21FLSFWM-MC24.1TW,26.6674231,-80.8211136,
1058,21FLSFWM-NEPTUNE,28.2950089,-81.3972883,
1059,21FLSFWM-NEWC,27.2050461,-80.7561667,
1063,21FLSFWM-NR01.8TE,26.3578556,-80.55422,
1064,21FLSFWM-NR03.0TW,26.3704486,-80.5655806,
1065,21FLSFWM-NR05.4TE,26.3987986,-80.5873142,
1066,21FLSFWM-NR07.8TE,26.4285644,-80.609895,
1067,21FLSFWM-NR10.3TE,26.4575742,-80.6317217,
1068,21FLSFWM-NR10.3TW,26.4574164,-80.6335858,
1069,21FLSFWM-NR16.9TE,26.5370156,-80.6936675,
1070,21FLSFWM-NR18.7TE,26.5586814,-80.7095011,
1071,21FLSFWM-NR19.2TE,26.5661811,-80.7097789,
1072,21FLSFWM-NR20.2TW,26.5805892,-80.7102806,
1073,21FLSFWM-NR22.2TW,26.6097906,-80.7117233,
1074,21FLSFWM-NR22.7TE,26.6173458,-80.7103344,
1075,21FLSFWM-NR23.7TE,26.6310547,-80.7112389,
1076,21FLSFWM-NR24.2TW,26.6389172,-80.7118244,
1077,21FLSFWM-NR25.2TW,26.65397,-80.7129469,
1078,21FLSFWM-NR26.4TE,26.6698081,-80.7123767,
1079,21FLSFWM-NR26.7TW,26.6747933,-80.7132222,
1080,21FLSFWM-NR28.2TW,26.691815,-80.7136675,
1088,21FLSFWM-OC00.6TS,26.6793183,-80.3950228,
1089,21FLSFWM-OC01.1TS,26.6786069,-80.4020222,
1090,21FLSFWM-OC01.3TS,26.6782675,-80.4070778,
1091,21FLSFWM-OC04.1TS,26.6779164,-80.4520806,
1092,21FLSFWM-OC04.5TN,26.6783456,-80.4577078,
1093,21FLSFWM-OC06.0TN,26.6790361,-80.48144,
1094,21FLSFWM-OC06.6TN,26.678675,-80.4925514,
1095,21FLSFWM-OC07.6TS,26.6783317,-80.5084767,
1096,21FLSFWM-OC10.3TN,26.6707353,-80.549855,
1097,21FLSFWM-OC11.8TS,26.6561764,-80.5658864,
1105,21FLSFWM-PLAN A-1,26.6745122,-81.0636761,
1108,21FLSFWM-ROFR,27.3461528,-80.8900583,
1158,21FLSFWM-S47D,26.8097847,-81.1395106,
1186,21FLSFWM-SC-15.50,28.3188969,-81.4522892,
1188,21FLSFWM-SDIV2,26.3634119,-80.9097847,
1189,21FLSFWM-SL04.8TN,27.0589403,-80.3322683,
1191,21FLSFWM-SL06.9TS,27.0456072,-80.3644914,
1192,21FLSFWM-SL07.4TN,27.0439408,-80.3719917,
1196,21FLSFWM-SL13.5TS,27.0094975,-80.4622719,
1200,21FLSFWM-SL16.9TS,27.0156083,-80.5169956,
1201,21FLSFWM-SL18.0TS,27.0164417,-80.5331069,
1208,21FLSFWM-T1-2N,25.3098394,-80.4436692,
1209,21FLSFWM-T1-2S,25.2767853,-80.4436694,
1212,21FLSFWM-T1-4N,25.3381717,-80.4436689,
1220,21FLSFWM-T2-11S,25.2078994,-80.4847819,
1222,21FLSFWM-T2-1S,25.2845631,-80.4847814,
1225,21FLSFWM-T2-3N,25.3234503,-80.4847811,
1226,21FLSFWM-T2-3S,25.2690081,-80.4847814,
1227,21FLSFWM-T2-4N,25.3381719,-80.4847808,
1237,21FLSFWM-T3-1S,25.2845631,-80.5142264,
1238,21FLSFWM-T3-2N,25.30984,-80.5142264,
1241,21FLSFWM-T3-3S,25.2690081,-80.5142267,
1242,21FLSFWM-T3-4N,25.3381722,-80.5142261,
1253,21FLSFWM-T4-1S,25.2845633,-80.5433939,
1254,21FLSFWM-T4-2N,25.3098403,-80.5433936,
1256,21FLSFWM-T4-3N,25.3234508,-80.5433936,
1257,21FLSFWM-T4-3S,25.2690083,-80.5433942,
1258,21FLSFWM-T4-4N,25.3381725,-80.5433933,
1260,21FLSFWM-T4-5N,25.3517831,-80.5433933,
1265,21FLSFWM-T4-9S,25.2234547,-80.5433944,
1291,21FLSFWM-TCHW 34A,27.2850436,-80.8747803,
1298,21FLSFWM-TCNS 101,27.40504,-80.8450569,
1299,21FLSFWM-TCNS 102,27.41504,-80.7970003,
1300,21FLSFWM-TCNS 103,27.4153178,-80.7970003,
1302,21FLSFWM-TCNS 105,27.3014319,-80.8225569,
1303,21FLSFWM-TCNS 106,27.2986542,-80.8281125,
1304,21FLSFWM-TCNS 107,27.40504,-80.8442236,
1305,21FLSFWM-TCNS 108,27.40504,-80.8289456,
1306,21FLSFWM-TCNS 109,27.4142064,-80.8450569,
1307,21FLSFWM-TCNS 110,27.4155953,-80.8450569,
1311,21FLSFWM-TCNS 114,27.3808742,-80.7483883,
1312,21FLSFWM-TCNS 115,27.4489278,-80.8011669,
1313,21FLSFWM-TCNS 116,27.4489278,-80.8008892,
1315,21FLSFWM-TCNS 118,27.4669828,-80.8008892,
1316,21FLSFWM-TCNS 119,27.4664272,-80.8008892,
1317,21FLSFWM-TCNS 120,27.4489278,-80.7931114,
1318,21FLSFWM-TCNS 121,27.4353169,-80.8450569,
1319,21FLSFWM-TCNS 122,27.4336503,-80.8450569,
1320,21FLSFWM-TCNS 123,27.3644856,-80.8720022,
1321,21FLSFWM-TCNS 124,27.3644856,-80.8720022,
1322,21FLSFWM-TCNS 125,27.3636522,-80.8706133,
1323,21FLSFWM-TCNS 126,27.3600414,-80.8678356,
1324,21FLSFWM-TCNS 127,27.3558747,-80.8678356,
1325,21FLSFWM-TCNS 128,27.3600414,-80.8622797,
1326,21FLSFWM-TCNS 129,27.3558747,-80.8622797,
1327,21FLSFWM-TCNS 130,27.2536556,-80.9164481,
1328,21FLSFWM-TCNS 131,27.2372672,-80.8953364,
1329,21FLSFWM-TCNS 132,27.2253233,-80.9164481,
1330,21FLSFWM-TCNS 133,27.203935,-80.8997811,
1346,21FLSFWM-TCNS 215,27.3461528,-80.8900583,
1354,21FLSFWM-TCNS 226,27.2044906,-80.7411664,
1360,21FLSFWM-TCNS 236,27.1378261,-80.6456092,
1372,21FLSFWM-TCNS 257,27.4669819,-80.6372747,
1374,21FLSFWM-TCNS 261,27.3392086,-80.8831136,
1375,21FLSFWM-TCNS 264,27.2363506,-80.7783894,
1381,21FLSFWM-TD-3S,25.2690075,-80.4245022,
1382,21FLSFWM-TD-4N,25.3381717,-80.4225572,
1393,21FLSFWM-WP00.7TN,26.6849792,-80.378095,
1394,21FLSFWM-WP03.6TN,26.7041808,-80.4165172,
1395,21FLSFWM-WP04.8TN,26.71664,-80.4333431,
1396,21FLSFWM-WP06.7TN,26.7336725,-80.4572725,
1397,21FLSFWM-WP07.4TS,26.7389192,-80.4632317,
1398,21FLSFWM-WP08.7TS,26.7503544,-80.4785736,
1399,21FLSFWM-WP09.1TN,26.7578947,-80.4885297,
1400,21FLSFWM-WP09.9TS,26.7663783,-80.4997072,
1401,21FLSFWM-WP10.6TS,26.7687703,-80.5032897,
1402,21FLSFWM-WP10.8TN,26.7720042,-80.5078294,
1403,21FLSFWM-WP15.3TS,26.8138156,-80.5635967,
1409,21FLSUW-FAL010C1,30.2394444,-82.5544444,
1410,21FLSUW-FEN010C1,30.0983333,-83.4719444,
1411,21FLSUW-FEN020C1,30.0658333,-83.5580556,
1414,21FLSUW-JER010C1,30.375,-82.8633333,
1454,21FLSUW-TEN010C1,29.1611111,-82.6386111,
1461,CAPECRD_WQX-370,26.611427795,-81.985588601,
1463,CAPECRD_WQX-391,26.60226077,-81.964931313,
1473,CAPECRD_WQX-610,26.53528,-81.975,
1474,CAPECRD_WQX-620,26.53556,-81.99972,
1505,FWCLOCAL-03080101-200,29.0112833,-81.38845,
1512,FWCLOCAL-03080102-AC-01,28.83056,-81.67889,
1514,FWCLOCAL-03080102-OR-MB,29.08194,-81.88556,
1515,FWCLOCAL-03080102-OR-SF,29.18333,-81.99306,
1516,FWCLOCAL-03080103-020,29.63225,-81.59278,
1519,FWCLOCAL-03080103-035,29.98472,-81.56611,
1520,FWCLOCAL-03080103-040,30.15833,-81.69018,
1528,FWCLOCAL-03090101-ET-29,28.30135,-81.32622,
1529,FWCLOCAL-03090101-ET-30,28.30135,-81.32012,
1531,FWCLOCAL-03090101-MR-02,28.50306,-81.45306,
1543,FWCLOCAL-03090101-RC-19,28.03472,-81.36806,
1551,FWCLOCAL-03090101-SL-04,28.44694,-81.43194,
1558,FWCLOCAL-03100204-005,27.72289,-82.06308,
1559,FWCLOCAL-03100204-010,27.76153,-82.13906,
1560,FWCLOCAL-03100204-015,27.88211,-82.10106,
1561,FWCLOCAL-03100204-020,27.86586,-82.14361,
1562,FWCLOCAL-03100204-030,27.86856,-82.29408,
1563,FWCLOCAL-03100205-HR-01,28.05406,-82.34914,
1564,FWCLOCAL-03100205-HR-02,28.01622,-82.34904,
1565,FWCLOCAL-03100205-HR-03,28.1027,-82.26982,
1566,FWCLOCAL-03110205-005,29.39865,-83.02914,
1567,FWCLOCAL-03110206-005,29.92097,-82.16864,
1568,FWCLOCAL-03110206-020,29.91903,-82.15256,
1574,FWCLOCAL-03120003-OR-09,30.62366,-84.33851,
1575,FWCLOCAL-03120003-OR-10,30.5914,-84.35404,
1576,FWCLOCAL-03120003-OR-11,30.51882,-84.39441,
1577,FWCLOCAL-03130004-CR-58,30.74865,-84.94063,
1579,FWCLOCAL-03130011-AR-10,30.375,-85.025,
1580,FWCLOCAL-03130011-AR-25,29.7239,-84.98137,
1581,FWCLOCAL-03130011-AR-54,29.87361,-85.01222,
1582,FWCLOCAL-03130011-AR-55,30.31083,-85.03917,
1583,FWCLOCAL-03130011-AR-60,30.12703,-85.17391,
1584,FWCLOCAL-03130011-EC-33,30.24185,-85.03125,
1585,FWCLOCAL-03130011-EC-34,30.22011,-85.07031,
1586,FWCLOCAL-03130011-EC-35,30.21467,-85.09688,
1587,FWCLOCAL-03130011-EC-40,30.23913,-85.05469,
1588,FWCLOCAL-03130011-FR-36,30.15217,-85.08906,
1589,FWCLOCAL-03130011-FR-37,30.15082,-85.12031,
1590,FWCLOCAL-03130011-KC-19,30.02717,-85.06406,
1591,FWCLOCAL-03130011-KC-41,30.05299,-85.07344,
1592,FWCLOCAL-03130011-KC-44,30.07609,-85.07031,
1593,FWCLOCAL-03130011-OC-42,29.97147,-85.02174,
1594,FWCLOCAL-03130011-OC-43,29.97554,-85.01553,
1595,FWCLOCAL-03130011-SR-16,30.08424,-85.13594,
1596,FWCLOCAL-03130011-SR-38,30.09919,-85.11406,
1598,FWCLOCAL-03130012-CR-46,30.86685,-85.25157,
1599,FWCLOCAL-03130012-CR-47,30.83424,-85.22248,
1601,FWCLOCAL-03130012-CR-52,30.43071,-85.17188,
1603,FWCLOCAL-03130012-DC-48,30.69022,-85.23585,
1604,FWCLOCAL-03130012-RC-49,30.65719,-85.16194,
1605,FWCLOCAL-03130012-SC-45,30.75272,-85.1934,
1606,FWCLOCAL-03130012-TM-51,30.5,-85.2,
1608,FWCLOCAL-03140103-YR-02,30.57028,-86.92611,
1609,FWCLOCAL-03140103-YR-12,30.75278,-86.62917,
1614,FWCLOCAL-03140106-EC-04,30.54704,-87.33075,
1615,FWCLOCAL-03140106-EC-09,30.49328,-87.32483,
1616,FWCLOCAL-03140106-PR-08,30.45967,-87.41025,
0,USGS-02228500,30.51773125,-82.2303954,160.0
2,USGS-02230000,30.26912537,-82.12233459,19.9
3,USGS-02230500,30.27801376,-82.1442797,156.0
5,USGS-02231230,30.76106725,-81.9676134,9.36
6,USGS-02231250,30.73217876,-81.8928886,19.8
7,USGS-02231253,30.74162374,-81.687881,1360.0
8,USGS-02231280,30.4610707,-81.8323275,29.9
9,USGS-02231300,27.52253675,-80.5622778,
10,USGS-02231342,27.5686473,-80.7961709,52.6
12,USGS-02231396,27.72808533,-80.80505949,105.0
13,USGS-02231450,27.82224853,-80.8117259,537.0
14,USGS-02231565,28.13029378,-81.001729,30.2
17,USGS-02232155,28.18195808,-80.8953373,17.2
20,USGS-02232413,28.34000764,-80.9347819,52.0
21,USGS-02232415,28.3525071,-80.9283928,54.3
22,USGS-02232450,28.43555949,-80.96589339,22.7
24,USGS-02233001,28.42444965,-81.119231,32.9
26,USGS-02233102,28.56555599,-81.1883985,1.83
32,USGS-02234180,28.84582408,-81.10144869,70.0
33,USGS-02234324,28.64777587,-81.2645109,29.2
34,USGS-02234384,28.71888466,-81.308678,21.2
35,USGS-02234400,28.7041629,-81.2906221,12.8
36,USGS-02234435,28.78415969,-81.18117379,156.0
37,USGS-02234440,28.8024925,-81.2092297,2600.0
39,USGS-02234635,28.71360726,-81.4453482,58.3
40,USGS-02234815,28.6030555,-81.427015,13.4
41,USGS-02234990,28.6872192,-81.3970138,42.4
45,USGS-02236120,29.1633143,-81.3906219,35.4
46,USGS-02236125,29.16692445,-81.5220157,3330.0
47,USGS-02236300,28.2555678,-81.6753534,33.0
49,USGS-02236600,28.430838,-81.7950768,9.9
51,USGS-02236900,28.59277586,-81.8222998,165.0
52,USGS-02236901,28.59249809,-81.8225775,165.0
53,USGS-02237000,28.6158301,-81.8645229,182.0
54,USGS-02237001,28.61610787,-81.8659118,182.0
57,USGS-02237701,28.72304997,-81.6847976,184.0
58,USGS-02238000,28.87082178,-81.7836894,648.0
59,USGS-02238001,28.8711111,-81.7844444,648.0
60,USGS-02238499,29.0811111,-81.8808333,879.0
62,USGS-02239000,29.18331078,-81.9923091,1018.0
63,USGS-02239501,29.2149764,-82.0412,
66,USGS-02240902,29.61163537,-82.2487121,114.0
67,USGS-02240920,29.3663612,-82.2545428,1.7
68,USGS-02240950,29.6505229,-82.3753835,18.5
69,USGS-02241000,29.57608027,-82.24982278,775.0
70,USGS-02241800,29.70191183,-82.133711,2.79
71,USGS-02241900,29.60024669,-82.14482,7.4
73,USGS-02243400,29.52302576,-81.9395334,75.5
74,USGS-02243500,29.5038593,-81.9117542,2657.0
75,USGS-02243530,29.53580318,-81.8836988,4.63
77,USGS-02243959,29.50858114,-81.80480679,2747.0
79,USGS-02244000,29.49469247,-81.79980639,2747.0
82,USGS-02244032,29.5453361,-81.7289722,
83,USGS-02244300,29.3063675,-81.2692295,54.6
84,USGS-02244420,29.32194444,-81.3852778,93.0
86,USGS-02244473,29.68830093,-81.7420312,43.2
87,USGS-02245000,29.7358001,-81.8628706,167.0
88,USGS-02245200,29.69941257,-81.6631395,349.0
89,USGS-02245300,29.87802129,-81.6642546,8.81
90,USGS-02245400,29.94274126,-81.897599,34.8
91,USGS-02245470,29.9107976,-81.7942609,14.9
94,USGS-02245900,30.22912803,-81.9212163,21.9
95,USGS-02246000,30.1132953,-81.9064915,177.0
97,USGS-02246150,30.15163087,-81.5261981,13.6
98,USGS-02246200,30.09940916,-81.5259194,36.7
99,USGS-02246300,30.2474616,-81.7967668,30.9
100,USGS-02246460,30.27218377,-81.7512097,0.92
101,USGS-02246497,30.32662806,-81.6987084,3.51
104,USGS-02246600,30.43107123,-81.7684355,20.9
105,USGS-02246621,30.41746058,-81.69648758,
106,USGS-02246650,30.37079407,-81.7462113,16.1
107,USGS-02246700,30.36440528,-81.7375997,3.21
108,USGS-02246750,30.45857139,-81.6800986,6.27
113,USGS-02247200,29.65580514,-81.3284025,4.64
116,USGS-02247600,29.25664669,-81.16422589,10.0
118,USGS-02249000,28.13251428,-80.6550539,2.69
120,USGS-02250000,28.01307414,-80.62199889,95.5
121,USGS-02250500,27.96724239,-80.5656091,12.0
122,USGS-02251000,27.76947258,-80.5058868,35.0
123,USGS-02251500,27.85613569,-80.52422,28.5
124,USGS-02251765,27.82197049,-80.6072774,78.4
129,USGS-02253589,27.4705937,-80.517277,
130,USGS-02253600,27.44976106,-80.3267167,4.0
131,USGS-02257000,26.96255665,-81.11784588,
134,USGS-02259000,27.10032883,-81.0120098,
137,USGS-02261500,28.33973105,-81.173955,111.0
143,USGS-02263870,28.41278456,-81.5378509,2.56
147,USGS-02265000,28.13973824,-81.3514594,620.0
148,USGS-02266025,28.4052845,-81.61146309,25.4
149,USGS-02266026,28.40417345,-81.61146309,
152,USGS-02266292,28.42639484,-81.6086852,
160,USGS-02266700,28.17557077,-81.5981304,22.8
161,USGS-02267000,27.96141068,-81.49646319,58.9
162,USGS-02267500,28.00029798,-81.3803494,
166,USGS-02269100,27.59114417,-81.1553452,1911.0
167,USGS-02269500,27.72058526,-81.4775744,60.9
168,USGS-02269720,27.63142013,-81.2961814,13.9
169,USGS-02270000,27.53225706,-81.3875724,38.8
172,USGS-02271662,27.43726073,-81.3950728,
176,USGS-02273001,27.22587987,-80.96256389,
180,USGS-02274330,27.29671116,-80.8286717,62.2
181,USGS-02274495,27.2961556,-80.8261717,35.4
183,USGS-02275000,27.25171243,-80.8242271,115.0
184,USGS-02275606,27.19393666,-80.7611701,
186,USGS-02276420,27.3742082,-80.3422726,
187,USGS-02276437,27.4475388,-80.49727659,
188,USGS-02276451,27.39448517,-80.45866439,
189,USGS-02276480,27.403096,-80.3989407,
191,USGS-02276564,27.29893324,-80.2617151,
192,USGS-02276635,27.4478169,-80.5464442,
193,USGS-02276651,27.3678196,-80.546444,
195,USGS-02276708,27.2617122,-80.3778289,
196,USGS-02276767,27.2661564,-80.5792221,
197,USGS-02276789,27.20643619,-80.4814422,
198,USGS-02276800,27.06144148,-80.3194931,
199,USGS-02276802,27.2017144,-80.29727119,
201,USGS-02276984,27.06144148,-80.3194931,6.2
203,USGS-02277001,27.11116205,-80.2847703,
204,USGS-02277107,27.23588004,-80.2364365,1.46
205,USGS-02277470,26.92755748,-80.2322683,
206,USGS-02277480,26.9272799,-80.19171159,
209,USGS-02277750,26.80922778,-80.3111595,
210,USGS-02277900,26.75034127,-80.1089317,
211,USGS-02277950,26.8172837,-80.0817086,
214,USGS-02278010,26.75033957,-80.4831085,
215,USGS-02278030,26.68367639,-80.383106,
217,USGS-02278500,26.68367645,-80.3692167,
218,USGS-02278501,26.68367645,-80.3692167,
219,USGS-02278520,26.6850653,-80.3664389,
222,USGS-02278600,26.6850653,-80.363661,
223,USGS-02278698,26.74173009,-80.3078262,
225,USGS-02278760,26.76561738,-80.41421779,
228,USGS-02279500,26.53923749,-80.0525415,
229,USGS-02280000,26.70034339,-80.7164478,
233,USGS-02281190,26.4642409,-80.4414411,
235,USGS-02281201,26.4739628,-80.4483857,
236,USGS-02281274,26.6728436,-80.36088319,
238,USGS-02281280,26.367022,-80.33310549,
239,USGS-02281282,26.5003502,-80.2206019,
240,USGS-02281286,26.4753516,-80.4386632,
242,USGS-02281294,26.43229755,-80.4053292,
244,USGS-02281297,26.4711847,-80.2694923,
248,USGS-02281419,26.61729048,-80.2042124,
249,USGS-02281425,26.45368524,-80.20393499,
250,USGS-02281435,26.32813428,-80.2022688,
252,USGS-02281501,26.3278564,-80.1306,
253,USGS-02281513,26.618957,-80.1300436,
254,USGS-02281532,26.45785164,-80.13087729,
255,USGS-02281544,26.3681327,-80.12921088,
256,USGS-02281625,26.36702157,-80.095321,
260,USGS-02282001,26.23119327,-80.1242112,
262,USGS-02282101,26.20591644,-80.1319892,
264,USGS-02282701,26.17313998,-80.1786574,
265,USGS-02282703,26.17313998,-80.1786574,
266,USGS-02282740,26.1884172,-80.186991,
267,USGS-02282743,26.18925048,-80.175324,
268,USGS-02282800,26.15758486,-80.1172666,
269,USGS-02282990,26.1011983,-80.21726989,
274,USGS-02284000,26.61701338,-80.716448,
275,USGS-02284300,26.33369027,-80.53588848,
278,USGS-02284626,26.4503525,-80.4386633,
279,USGS-02284630,26.41146498,-80.40810718,
280,USGS-02284634,26.3573001,-80.33032769,
284,USGS-02284699,26.15008577,-80.4422757,
287,USGS-02284810,26.06147777,-80.2983834,
289,USGS-02285001,26.09453194,-80.2303259,
293,USGS-02285410,26.06147798,-80.4339424,
294,USGS-02285420,26.0614779,-80.3894968,
295,USGS-02285500,26.06703314,-80.3164394,
297,USGS-02285901,26.06453318,-80.2803273,
299,USGS-02286050,26.0642554,-80.28866089,
301,USGS-02286101,26.0661996,-80.2086586,
303,USGS-02286160,26.01481235,-80.1189336,
304,USGS-02286180,25.93092706,-80.31088409,
307,USGS-02286260,25.95953688,-80.2058809,
309,USGS-02286301,25.92870449,-80.1503236,
312,USGS-02286348,25.8706514,-80.29060599,
313,USGS-02286350,25.87065148,-80.31644,
315,USGS-02286399,26.69895504,-80.8067278,
317,USGS-02286699,26.33230193,-80.7747836,
319,USGS-02287000,26.0670335,-80.5331116,
323,USGS-02287400,25.93370499,-80.4303317,
325,USGS-02288000,25.8923175,-80.38088608,
326,USGS-02288100,25.86981825,-80.3442185,
330,USGS-02288601,25.80732027,-80.2619944,
331,USGS-02288780,25.90037627,-81.34980039,
334,USGS-02288830,26.1692535,-81.0872924,
335,USGS-02288860,25.8642654,-81.0997942,
337,USGS-02288905,25.83371,-80.8831219,
338,USGS-02288906,25.764268,-80.83034309,
339,USGS-02288945,25.82537706,-80.8956223,
340,USGS-02288960,25.86704309,-81.0997941,
341,USGS-02288970,25.86454223,-80.8956221,
342,USGS-02288990,25.764268,-80.83034309,
343,USGS-02289005,25.7612118,-80.5603358,
344,USGS-02289018,25.76204563,-80.7678413,
345,USGS-02289030,26.43091007,-80.94701,
346,USGS-02289033,26.1692535,-81.0872924,
347,USGS-02289037,26.00592564,-80.8747874,
349,USGS-02289041,25.76202778,-80.7271944,
351,USGS-02289045,25.7684341,-80.716451,
353,USGS-02289075,25.7612118,-80.5603358,
354,USGS-02289090,25.76148944,-80.4970008,
355,USGS-02289250,25.76148943,-80.494223,
356,USGS-02289460,25.76010019,-80.3844978,
358,USGS-02290500,25.78065466,-80.2886618,
359,USGS-02290510,25.7925985,-80.2397715,
360,USGS-02290530,25.75343317,-80.1900477,
361,USGS-02290560,25.73843393,-80.2867175,
362,USGS-02290580,25.70593494,-80.2608838,
363,USGS-02290600,25.76148903,-80.38449779,
365,USGS-02290620,25.7159351,-80.3828313,
367,USGS-02290704,25.6095496,-80.3086634,
368,USGS-02290707,25.6612153,-80.4792229,
369,USGS-02290708,25.5920505,-80.360887,
372,USGS-02290713,25.53788558,-80.33171998,
373,USGS-02290714,25.5192752,-80.3461649,
374,USGS-02290720,25.4892763,-80.34838728,
375,USGS-02290721,25.4892763,-80.34838728,
377,USGS-02290730,25.4628884,-80.34616509,
378,USGS-02290734,25.4190011,-80.3311649,
379,USGS-02290735,25.44900007,-80.34699848,
380,USGS-02290740,25.38178075,-80.41172248,
381,USGS-02290745,25.36705874,-80.34783209,
382,USGS-02290746,25.36678098,-80.34783209,
385,USGS-02290770,25.33067204,-80.525059,
386,USGS-02290798,25.2253986,-80.6414516,
388,USGS-02290803,25.40233667,-80.6706179,
392,USGS-02290813,25.6337171,-80.7331186,
395,USGS-02290825,25.143458,-80.9220156,
400,USGS-02290835,25.42650347,-80.8720125,
403,USGS-02290854,25.44205915,-80.9859048,
404,USGS-02290858,25.33567437,-81.1120205,
405,USGS-02290860,25.4226155,-81.02479499,
408,USGS-02290864,25.48094578,-80.8389556,
409,USGS-02290865,25.486502,-80.9775708,
411,USGS-02290875,25.53372256,-81.0192384,
412,USGS-02290880,25.49622413,-81.090074,
413,USGS-02290885,25.46428095,-81.172021,
414,USGS-02290903,25.56149924,-81.0275719,
415,USGS-02290910,25.6364967,-81.14424119,
416,USGS-02290923,25.55038895,-81.1997989,
417,USGS-02290975,25.87537677,-81.2247973,
418,USGS-02291000,25.95815178,-81.355078,
419,USGS-02291047,25.97926234,-81.4081348,
421,USGS-02291270,26.10009235,-81.68703,
424,USGS-02291393,26.27286389,-81.76453088,
425,USGS-02291400,26.2725862,-81.7831425,
426,USGS-02291600,26.4348028,-81.804808,50.0
431,USGS-02292795,26.71367926,-81.61035749,
437,USGS-02293360,26.88450738,-81.9789763,18.1
438,USGS-02293390,26.89506249,-81.9750872,8.46
439,USGS-02293400,26.88561857,-82.0061991,31.1
440,USGS-02293483,28.08085207,-81.6620214,
441,USGS-02293621,28.08585183,-81.6495211,
444,USGS-02294068,27.98446716,-81.7295237,23.0
445,USGS-02294214,28.04807605,-81.87619199,
446,USGS-02294260,28.0597422,-81.914248,
448,USGS-02294490,27.93835785,-81.8511927,135.0
450,USGS-02294553,27.92002506,-81.8239702,
451,USGS-02294642,27.9064144,-81.8434151,
452,USGS-02294645,27.90780323,-81.8289704,
454,USGS-02294744,27.86391574,-81.8314709,
455,USGS-02294745,27.8633602,-81.8284153,
458,USGS-02295013,27.70003166,-81.6953579,47.2
459,USGS-02295109,27.73586426,-81.8548056,
460,USGS-02295115,27.7111428,-81.8425832,
463,USGS-02295435,27.59253537,-81.8220272,5.31
467,USGS-02295937,27.34976624,-81.832027,
468,USGS-02295977,27.30254587,-81.84619388,
469,USGS-02296049,27.5650355,-81.6378563,
470,USGS-02296180,27.43031763,-81.55090969,21.2
471,USGS-02296191,27.46364964,-81.5539653,30.6
472,USGS-02296207,27.4705938,-81.55368749,38.1
473,USGS-02296222,27.4780935,-81.5567431,41.9
474,USGS-02296223,27.4780935,-81.5567431,41.9
476,USGS-02296550,27.33365575,-81.8331381,
477,USGS-02296700,27.2503256,-81.8331379,
478,USGS-02296746,27.2314376,-81.8786946,
480,USGS-02297000,27.17838397,-81.8278604,
481,USGS-02297090,27.15782934,-81.8617501,
486,USGS-02297340,27.08949916,-81.98064189,1790.0
491,USGS-02298203,26.98478094,-81.93591919,
492,USGS-02298306,27.0100582,-82.0692553,
493,USGS-02298310,27.0100582,-82.073422,
494,USGS-02298383,26.9975588,-82.1081451,
495,USGS-02298458,27.46004045,-82.11092138,
496,USGS-02298482,27.4597628,-82.1467554,3.18
497,USGS-02298484,27.45254085,-82.14203309,12.1
499,USGS-02298805,27.26421515,-82.28731389,219.0
501,USGS-02298845,27.22449458,-82.3217594,
502,USGS-02298850,27.21838374,-82.33314859,240.0
505,USGS-02298990,27.07200074,-82.315927,
506,USGS-02299020,27.0447796,-82.3164827,3.44
507,USGS-02299027,27.06422326,-82.2998155,
508,USGS-02299030,27.05505698,-82.3112048,0.41
509,USGS-02299210,27.064501,-82.2870375,42.8
512,USGS-02299452,27.11977637,-82.2081465,
513,USGS-02299455,27.1086657,-82.2053687,86.2
515,USGS-02299486,27.02728029,-82.27064849,
516,USGS-02299492,26.99755926,-82.2498149,
518,USGS-02299661,26.86867578,-82.237871,2.73
519,USGS-02299678,26.93450639,-82.302872,5.03
520,USGS-02299687,27.0572792,-82.3967622,
521,USGS-02299692,27.1117214,-82.36009439,
522,USGS-02299695,27.33865684,-82.3609266,
523,USGS-02299700,27.24921594,-82.3859275,38.0
524,USGS-02299720,27.17116353,-82.3942615,56.0
525,USGS-02299721,27.16699703,-82.3956504,56.0
526,USGS-02299728,27.16533049,-82.428429,10.0
527,USGS-02299738,27.17588567,-82.4581519,3.0
529,USGS-02299795,27.33754599,-82.4964854,10.0
530,USGS-02299800,27.32254655,-82.5053745,45.0
531,USGS-02299861,27.3678222,-82.5442639,4.91
532,USGS-02299869,27.4511522,-82.5442635,
534,USGS-02299975,27.22227193,-82.1036992,
536,USGS-02300004,27.5117056,-82.2873136,10.2
537,USGS-02300018,27.55337054,-82.3895379,50.6
538,USGS-02300029,27.41809824,-82.3992607,20.1
539,USGS-02300032,27.4225425,-82.4164832,25.8
